Date,Time,VM4T_E_Irrad.Global_Avg,VM4T_E_Irrad.Difusa_Avg,VM4T_E_T.Amb_Avg,VM4T_E_Hum.Rel_Avg,VM4T_E_P.Rocio_Avg,VM4T_E_Vel.viento_Avg,VM4T_E_Dir.viento_Avg,VM4T_E_P.atm_Avg,VM4T_E_Precip_Avg,VM4T_E_Precip.int_Avg,VM4T_IO_Irrad.RT1_Avg,VM4T_IO_Temp.RT1_Avg
31.10.2022,23:14:00,-2.849,-1.718,13.468,82.900,10.600,1.800,0.327,1017.200,0.000,0.000,---,---
31.10.2022,23:15:00,-2.836,-1.709,13.400,82.900,10.600,1.765,0.328,1017.200,0.000,0.000,---,---
31.10.2022,23:16:00,-2.803,-1.713,13.400,82.900,10.600,1.700,0.328,1017.200,0.000,0.000,---,---
31.10.2022,23:17:00,-2.790,-1.707,13.400,82.932,10.568,1.700,0.330,1017.200,0.000,0.000,---,---
31.10.2022,23:18:00,-2.823,-1.719,13.400,83.000,10.500,1.637,0.330,1017.200,0.000,0.000,---,---
31.10.2022,23:19:00,-2.864,-1.764,13.368,83.000,10.500,1.600,0.331,1017.200,0.000,0.000,---,---
31.10.2022,23:20:00,-2.897,-1.816,13.300,83.032,10.500,1.518,0.330,1017.200,0.000,0.000,---,---
31.10.2022,23:21:00,-2.923,-1.836,13.300,83.132,10.500,1.500,0.330,1017.200,0.000,0.000,---,---
31.10.2022,23:22:00,-2.943,-1.860,13.300,83.200,10.500,1.500,0.330,1017.200,0.000,0.000,---,---
31.10.2022,23:23:00,-2.939,-1.871,13.268,83.200,10.500,1.482,0.329,1017.200,0.000,0.000,---,---
31.10.2022,23:24:00,-2.920,-1.854,13.200,83.200,10.468,1.400,0.328,1017.200,0.000,0.000,---,---
31.10.2022,23:25:00,-2.931,-1.897,13.200,83.232,10.400,1.400,0.325,1017.200,0.000,0.000,---,---
31.10.2022,23:26:00,-2.934,-1.936,13.200,83.300,10.400,1.400,0.322,1017.200,0.000,0.000,---,---
31.10.2022,23:27:00,-2.971,-1.965,13.168,83.332,10.400,1.400,0.320,1017.200,0.000,0.000,---,---
31.10.2022,23:28:00,-3.001,-1.982,13.100,83.432,10.400,1.400,0.317,1017.200,0.000,0.000,---,---
31.10.2022,23:29:00,-3.011,-2.006,13.100,83.532,10.400,1.400,0.315,1017.200,0.000,0.000,---,---
31.10.2022,23:30:00,-3.016,-1.978,13.068,83.632,10.368,1.400,0.312,1017.200,0.000,0.000,---,---
31.10.2022,23:31:00,-3.016,-1.938,13.000,83.732,10.300,1.308,0.310,1017.200,0.000,0.000,---,---
31.10.2022,23:32:00,-3.042,-1.926,12.968,83.832,10.300,1.300,0.309,1017.200,0.000,0.000,---,---
31.10.2022,23:33:00,-3.046,-1.928,12.900,83.963,10.300,1.300,0.304,1017.200,0.000,0.000,---,---
31.10.2022,23:34:00,-2.983,-1.896,12.900,84.132,10.300,1.300,0.302,1017.200,0.000,0.000,---,---
31.10.2022,23:35:00,-2.935,-1.891,12.868,84.232,10.268,1.300,0.301,1017.200,0.000,0.000,---,---
31.10.2022,23:36:00,-2.885,-1.843,12.800,84.300,10.200,1.300,0.299,1017.200,0.000,0.000,---,---
31.10.2022,23:37:00,-2.824,-1.774,12.800,84.300,10.200,1.357,0.299,1017.200,0.000,0.000,---,---
31.10.2022,23:38:00,-2.787,-1.735,12.800,84.300,10.200,1.400,0.298,1017.200,0.000,0.000,---,---
31.10.2022,23:39:00,-2.798,-1.700,12.768,84.268,10.168,1.400,0.298,1017.200,0.000,0.000,---,---
31.10.2022,23:40:00,-2.790,-1.658,12.700,84.168,10.100,1.400,0.296,1017.200,0.000,0.000,---,---
31.10.2022,23:41:00,-2.787,-1.612,12.700,84.100,10.100,1.402,0.294,1017.200,0.000,0.000,---,---
31.10.2022,23:42:00,-2.770,-1.580,12.700,84.068,10.100,1.500,0.295,1017.200,0.000,0.000,---,---
31.10.2022,23:43:00,-2.709,-1.553,12.700,83.937,10.100,1.500,0.297,1017.200,0.000,0.000,---,---
31.10.2022,23:44:00,-2.718,-1.545,12.732,83.768,10.100,1.500,0.298,1017.200,0.000,0.000,---,---
31.10.2022,23:45:00,-2.674,-1.507,12.800,83.668,10.068,1.500,0.300,1017.200,0.000,0.000,---,---
31.10.2022,23:46:00,-2.675,-1.485,12.800,83.537,10.000,1.500,0.302,1017.200,0.000,0.000,---,---
31.10.2022,23:47:00,-2.675,-1.539,12.800,83.368,10.000,1.443,0.305,1017.200,0.000,0.000,---,---
31.10.2022,23:48:00,-2.714,-1.579,12.800,83.300,10.000,1.467,0.309,1017.200,0.000,0.000,---,---
31.10.2022,23:49:00,-2.783,-1.636,12.800,83.268,10.000,1.500,0.313,1017.200,0.000,0.000,---,---
31.10.2022,23:50:00,-2.894,-1.693,12.800,83.168,10.000,1.415,0.316,1017.200,0.000,0.000,---,---
31.10.2022,23:51:00,-3.042,-1.763,12.800,83.100,10.000,1.207,0.319,1017.200,0.000,0.000,---,---
31.10.2022,23:52:00,-3.169,-1.876,12.800,83.132,10.000,1.100,0.322,1017.200,0.000,0.000,---,---
31.10.2022,23:53:00,-3.225,-1.920,12.768,83.200,10.000,1.078,0.325,1017.200,0.000,0.000,---,---
31.10.2022,23:54:00,-3.191,-1.932,12.700,83.263,10.000,1.000,0.331,1017.200,0.000,0.000,---,---
31.10.2022,23:55:00,-3.158,-1.919,12.700,83.432,10.000,0.960,0.336,1017.200,0.000,0.000,---,---
31.10.2022,23:56:00,-3.104,-1.888,12.668,83.563,10.000,0.900,0.340,1017.200,0.000,0.000,---,---
31.10.2022,23:57:00,-3.050,-1.836,12.600,83.763,9.968,0.900,0.341,1017.200,0.000,0.000,---,---
31.10.2022,23:58:00,-3.051,-1.832,12.600,83.963,9.900,0.900,0.340,1017.200,0.000,0.000,---,---
31.10.2022,23:59:00,-3.136,-1.872,12.568,84.132,9.900,0.823,0.341,1017.200,0.000,0.000,---,---
